index,zpid,id,imgSrc,detailUrl,TypeofProperty,formattedprice,Price,address,addressStreet,addressZipcode,beds,baths,area,latLong,has3DModel,brokerName,best_deal
234,314396616,314396616,https://photos.zillowstatic.com/fp/59100f60a9b7a1b9d7d932850afe18bd-p_e.jpg,https://www.zillow.com/homedetails/2973-McGill-St-Vancouver-BC-V5K-1H8/314396616_zpid/,House,"C$1,699,000",1699000,"2973 McGill St, Vancouver, BC V5K 1H8",2973 McGill St,V5K1H8,6,4,2246,"{'latitude': 49.28901, 'longitude': -123.042404}",FALSE,LeHomes Realty Premier,1699000
383,314391049,314391049,https://photos.zillowstatic.com/fp/54b35e0ac350290cf951c31ee1e9fa80-p_e.jpg,https://www.zillow.com/homedetails/5320-Knight-St-Vancouver-BC-V5P-2T9/314391049_zpid/,House,"C$1,699,000",1699000,"5320 Knight St, Vancouver, BC V5P 2T9",5320 Knight St,V5P2T9,8,4,2246,"{'latitude': 49.236267, 'longitude': -123.07652}",TRUE,Luxmore Realty,1699000
741,314401535,314401535,https://photos.zillowstatic.com/fp/a7916a607385a9286a8e807f5e7970bd-p_e.jpg,https://www.zillow.com/homedetails/2920-Grant-St-Vancouver-BC-V5K-3H5/314401535_zpid/,House,"C$1,699,000",1699000,"2920 Grant St, Vancouver, BC V5K 3H5",2920 Grant St,V5K3H5,5,2,2265,"{'latitude': 49.271076, 'longitude': -123.043495}",FALSE,Sutton Group-West Coast Realty,1699000
205,314415544,314415544,https://photos.zillowstatic.com/fp/a5291f59121e78ec7bced5fd97a2cbb4-p_e.jpg,https://www.zillow.com/homedetails/2665-Duke-St-Vancouver-BC-V5R-4S8/314415544_zpid/,House,"C$1,695,000",1695000,"2665 Duke St, Vancouver, BC V5R 4S8",2665 Duke St,V5R4S8,5,2,2267,"{'latitude': 49.2396, 'longitude': -123.05049}",FALSE,Rennie & Associates Realty Ltd.,1695000
615,314321845,314321845,https://photos.zillowstatic.com/fp/f6928b58a3ea2fd82cce2c0315646ce4-p_e.jpg,https://www.zillow.com/homedetails/4373-W-13th-Ave-Vancouver-BC-V6R-2V1/314321845_zpid/,House,"C$3,298,000",3298000,"4373 W 13th Ave, Vancouver, BC V6R 2V1",4373 W 13th Ave,V6R2V1,4,3,2267,"{'latitude': 49.261284, 'longitude': -123.205414}",FALSE,Sutton Group-West Coast Realty,3298000
562,314328319,314328319,https://photos.zillowstatic.com/fp/7e7d31e89e8d671e3669bf503d2cc83b-p_e.jpg,https://www.zillow.com/homedetails/2926-W-12th-Ave-Vancouver-BC-V6K-2R3/314328319_zpid/,House,"C$2,590,000",2590000,"2926 W 12th Ave, Vancouver, BC V6K 2R3",2926 W 12th Ave,V6K2R3,5,2,2284,"{'latitude': 49.26115, 'longitude': -123.170845}",FALSE,LeHomes Realty Premier,2590000
413,314419597,314419597,https://photos.zillowstatic.com/fp/813472fdf112dd4184cb24d2c5585197-p_e.jpg,https://www.zillow.com/homedetails/2791-E-44th-Ave-Vancouver-BC-V5R-3A5/314419597_zpid/,House,"C$1,890,000",1890000,"2791 E 44th Ave, Vancouver, BC V5R 3A5",2791 E 44th Ave,V5R3A5,5,3,2291,"{'latitude': 49.23059, 'longitude': -123.04942}",FALSE,Interlink Realty,1890000
577,314395168,314395168,https://photos.zillowstatic.com/fp/967a6489cadd4e3ba47e1995f1c14272-p_e.jpg,https://www.zillow.com/homedetails/6494-Commercial-St-Vancouver-BC-V5P-3P3/314395168_zpid/,House,"C$1,650,000",1650000,"6494 Commercial St, Vancouver, BC V5P 3P3",6494 Commercial St,V5P3P3,4,2,2297,"{'latitude': 49.22545, 'longitude': -123.06819}",FALSE,Sutton Group-West Coast Realty,1650000
194,314383763,314383763,https://photos.zillowstatic.com/fp/43767198d97ded4b4d3e5f01cde254de-p_e.jpg,https://www.zillow.com/homedetails/728-E-49th-Ave-Vancouver-BC-V5W-2H4/314383763_zpid/,House,"C$2,598,000",2598000,"728 E 49th Ave, Vancouver, BC V5W 2H4",728 E 49th Ave,V5W2H4,7,4,2298,"{'latitude': 49.225185, 'longitude': -123.08977}",FALSE,Laboutique Realty,2598000
520,314410969,314410969,https://photos.zillowstatic.com/fp/13e9b4c76dad8879979b5120e7bc244e-p_e.jpg,https://www.zillow.com/homedetails/5269-Slocan-St-Vancouver-BC-V5R-2A8/314410969_zpid/,House,"C$1,675,000",1675000,"5269 Slocan St, Vancouver, BC V5R 2A8",5269 Slocan St,V5R2A8,5,2,2300,"{'latitude': 49.236755, 'longitude': -123.05463}",FALSE,TRG The Residential Group Downtown Realty,1675000
506,314390055,314390055,https://photos.zillowstatic.com/fp/196c471146d62276ad4cdf183e845b18-p_e.jpg,https://www.zillow.com/homedetails/5059-Sherbrooke-St-Vancouver-BC-V5W-3M1/314390055_zpid/,House,"C$2,799,000",2799000,"5059 Sherbrooke St, Vancouver, BC V5W 3M1",5059 Sherbrooke St,V5W3M1,5,5,2308,"{'latitude': 49.23866, 'longitude': -123.08165}",FALSE,Royal LePage West Real Estate Services,2799000
264,314381987,314381987,https://photos.zillowstatic.com/fp/1bb6b99611ccdbe2c53c8fc857724909-p_e.jpg,https://www.zillow.com/homedetails/7480-Main-St-Vancouver-BC-V5X-3J8/314381987_zpid/,House,"C$1,998,000",1998000,"7480 Main St, Vancouver, BC V5X 3J8",7480 Main St,V5X3J8,7,5,2323,"{'latitude': 49.21696, 'longitude': -123.10158}",FALSE,Sutton Group-West Coast Realty,1998000
365,314356337,314356337,https://photos.zillowstatic.com/fp/dc82d44f68b6cd756788713e37d652f7-p_e.jpg,https://www.zillow.com/homedetails/18-W-43rd-Ave-Vancouver-BC-V5Y-2T5/314356337_zpid/,House,"C$2,888,000",2888000,"18 W 43rd Ave, Vancouver, BC V5Y 2T5",18 W 43rd Ave,V5Y2T5,4,4,2327,"{'latitude': 49.231167, 'longitude': -123.10613}",TRUE,Grand Central Realty,2888000
602,314411185,314411185,https://photos.zillowstatic.com/fp/1a6e6fb4329dbcc1819cfc176c8abe33-p_e.jpg,https://www.zillow.com/homedetails/5345-Wales-St-Vancouver-BC-V5R-3M7/314411185_zpid/,House,"C$2,088,000",2088000,"5345 Wales St, Vancouver, BC V5R 3M7",5345 Wales St,V5R3M7,6,4,2338,"{'latitude': 49.236378, 'longitude': -123.05215}",FALSE,RE/MAX Crest Realty,2088000
754,314366841,314366841,https://photos.zillowstatic.com/fp/50e4bc00f439a5f154fa8b541aaf39fe-p_e.jpg,https://www.zillow.com/homedetails/2054-Pandora-St-Vancouver-BC-V5L-1N2/314366841_zpid/,House,"C$2,800,000",2800000,"2054 Pandora St, Vancouver, BC V5L 1N2",2054 Pandora St,V5L1N2,4,3,2340,"{'latitude': 49.28276, 'longitude': -123.06231}",FALSE,RE/MAX City Realty,2800000
469,314388701,314388701,https://photos.zillowstatic.com/fp/e86854b52444f1cd91c18a887ad1847b-p_e.jpg,https://www.zillow.com/homedetails/345-E-64th-Ave-Vancouver-BC-V5X-2M8/314388701_zpid/,House,"C$1,880,000",1880000,"345 E 64th Ave, Vancouver, BC V5X 2M8",345 E 64th Ave,V5X2M8,5,4,2344,"{'latitude': 49.21286, 'longitude': -123.09919}",FALSE,LeHomes Realty Premier,1880000
643,314404989,314404989,https://photos.zillowstatic.com/fp/dcf107e2bb9e41c1968576a75d52b86c-p_e.jpg,https://www.zillow.com/homedetails/3326-Slocan-St-Vancouver-BC-V5M-3E5/314404989_zpid/,House,"C$1,699,000",1699000,"3326 Slocan St, Vancouver, BC V5M 3E5",3326 Slocan St,V5M3E5,4,3,2345,"{'latitude': 49.25455, 'longitude': -123.04921}",FALSE,RE/MAX Little Oak Realty (Surrey),1699000
472,314397658,314397658,https://photos.zillowstatic.com/fp/53e13e6a8d6aa928f86a8a5064a222f7-p_e.jpg,https://www.zillow.com/homedetails/3554-Triumph-St-Vancouver-BC-V5K-1V1/314397658_zpid/,House,"C$1,628,000",1628000,"3554 Triumph St, Vancouver, BC V5K 1V1",3554 Triumph St,V5K1V1,5,2,2379,"{'latitude': 49.283592, 'longitude': -123.02695}",FALSE,RE/MAX Crest Realty,1628000
743,314322123,314322123,https://photos.zillowstatic.com/fp/bcfcea576d47b96cff7af90b2ff4ec6d-p_e.jpg,https://www.zillow.com/homedetails/4577-W-14th-Ave-Vancouver-BC-V6R-2Y5/314322123_zpid/,House,"C$3,580,000",3580000,"4577 W 14th Ave, Vancouver, BC V6R 2Y5",4577 W 14th Ave,V6R2Y5,4,4,2382,"{'latitude': 49.260475, 'longitude': -123.211525}",FALSE,Macdonald Realty Westmar,3580000
519,314364875,314364875,https://photos.zillowstatic.com/fp/bd547630a41044bb41ae9c4f5687d544-p_e.jpg,https://www.zillow.com/homedetails/1057-E-14th-Ave-Vancouver-BC-V5T-2P1/314364875_zpid/,House,"C$2,200,000",2200000,"1057 E 14th Ave, Vancouver, BC V5T 2P1",1057 E 14th Ave,V5T2P1,6,4,2388,"{'latitude': 49.258114, 'longitude': -123.082184}",FALSE,Royal Pacific Realty Corp.,2200000
626,314342385,314342385,https://photos.zillowstatic.com/fp/e37938998ba1b871aa49607d64f84418-p_e.jpg,https://www.zillow.com/homedetails/5880-Crown-St-Vancouver-BC-V6N-2B8/314342385_zpid/,House,"C$2,688,000",2688000,"5880 Crown St, Vancouver, BC V6N 2B8",5880 Crown St,V6N2B8,4,5,2388,"{'latitude': 49.232998, 'longitude': -123.193375}",FALSE,Sutton Group-West Coast Realty,2688000
769,314322519,314322519,https://photos.zillowstatic.com/fp/2590646efa768ffbddefd6a4ddf196d0-p_e.jpg,https://www.zillow.com/homedetails/4443-W-15th-Ave-Vancouver-BC-V6R-3B1/314322519_zpid/,House,"C$3,788,000",3788000,"4443 W 15th Ave, Vancouver, BC V6R 3B1",4443 W 15th Ave,V6R3B1,4,4,2394,"{'latitude': 49.25951, 'longitude': -123.20755}",FALSE,Royal Pacific Realty Corp.,3788000
228,314372291,314372291,https://photos.zillowstatic.com/fp/a4c26d4832991beb22e7deaceb701230-p_e.jpg,https://www.zillow.com/homedetails/4022-Perry-St-Vancouver-BC-V5N-3X3/314372291_zpid/,House,"C$1,588,000",1588000,"4022 Perry St, Vancouver, BC V5N 3X3",4022 Perry St,V5N3X3,4,2,2404,"{'latitude': 49.24929, 'longitude': -123.07081}",FALSE,RE/MAX Select Realty,1588000
192,314387359,314387359,https://photos.zillowstatic.com/fp/890919e690c4517cbcc0dc59b3e606f7-p_e.jpg,https://www.zillow.com/homedetails/705-E-60th-Ave-Vancouver-BC-V5X-2A5/314387359_zpid/,House,"C$1,599,000",1599000,"705 E 60th Ave, Vancouver, BC V5X 2A5",705 E 60th Ave,V5X2A5,5,3,2413,"{'latitude': 49.21589, 'longitude': -123.09032}",FALSE,RE/MAX City Realty,1599000
631,314322573,314322573,https://photos.zillowstatic.com/fp/54934e48dcf7991f73476cbd29bca587-p_e.jpg,https://www.zillow.com/homedetails/4314-W-15th-Ave-Vancouver-BC-V6R-3A8/314322573_zpid/,House,"C$3,550,000",3550000,"4314 W 15th Ave, Vancouver, BC V6R 3A8",4314 W 15th Ave,V6R3A8,5,4,2415,"{'latitude': 49.258934, 'longitude': -123.20368}",FALSE,Royal Pacific Realty Corp.,3550000
406,314332242,314332242,https://photos.zillowstatic.com/fp/933d5711cfc44d2d473a492f393d9a21-p_e.jpg,https://www.zillow.com/homedetails/3847-W-20th-Ave-Vancouver-BC-V6S-1G1/314332242_zpid/,House,"C$2,990,000",2990000,"3847 W 20th Ave, Vancouver, BC V6S 1G1",3847 W 20th Ave,V6S1G1,3,4,2416,"{'latitude': 49.254936, 'longitude': -123.18937}",FALSE,RE/MAX Select Properties,2990000
759,314360467,314360467,https://photos.zillowstatic.com/fp/3baa5e7b4536abddfec37791ab272a94-p_e.jpg,https://www.zillow.com/homedetails/1558-W-64th-Ave-Vancouver-BC-V6P-2N9/314360467_zpid/,House,"C$2,980,000",2980000,"1558 W 64th Ave, Vancouver, BC V6P 2N9",1558 W 64th Ave,V6P2N9,5,4,2424,"{'latitude': 49.212906, 'longitude': -123.14239}",FALSE,RE/MAX Select Properties,2980000
292,314421330,314421330,https://photos.zillowstatic.com/fp/2f0b9b0a5ac0745dbc9c3185dc0a77e0-p_e.jpg,https://www.zillow.com/homedetails/3259-E-48th-Ave-Vancouver-BC-V5S-1H4/314421330_zpid/,House,"C$1,698,000",1698000,"3259 E 48th Ave, Vancouver, BC V5S 1H4",3259 E 48th Ave,V5S1H4,7,3,2427,"{'latitude': 49.225662, 'longitude': -123.03707}",FALSE,Sutton Group-West Coast Realty,1698000
572,314402094,314402094,https://photos.zillowstatic.com/fp/6b058d696719b8f7e82e78ce135b5419-p_e.jpg,https://www.zillow.com/homedetails/3281-E-1st-Ave-Vancouver-BC-V5M-1B7/314402094_zpid/,House,"C$1,798,000",1798000,"3281 E 1st Ave, Vancouver, BC V5M 1B7",3281 E 1st Ave,V5M1B7,5,3,2430,"{'latitude': 49.269775, 'longitude': -123.03458}",FALSE,Sutton Centre Realty,1798000
704,314333857,314333857,https://photos.zillowstatic.com/fp/ea2f23324fc33923a1a43fe723b441b8-p_e.jpg,https://www.zillow.com/homedetails/3989-W-29th-Ave-Vancouver-BC-V6S-1V3/314333857_zpid/,House,"C$3,999,000",3999000,"3989 W 29th Ave, Vancouver, BC V6S 1V3",3989 W 29th Ave,V6S1V3,4,2,2438,"{'latitude': 49.246437, 'longitude': -123.19318}",TRUE,Laboutique Realty,3999000
261,314386134,314386134,https://photos.zillowstatic.com/fp/0d66bf867c354ba75f56cca39551b5cd-p_e.jpg,https://www.zillow.com/homedetails/320-E-57th-Ave-Vancouver-BC-V5X-1S7/314386134_zpid/,House,"C$1,675,000",1675000,"320 E 57th Ave, Vancouver, BC V5X 1S7",320 E 57th Ave,V5X1S7,5,3,2453,"{'latitude': 49.218155, 'longitude': -123.09951}",FALSE,Oakwyn Realty Ltd.,1675000
477,314391242,314391242,https://photos.zillowstatic.com/fp/ffaae10d137e79097437eb28cb44f8c3-p_e.jpg,https://www.zillow.com/homedetails/4769-Lanark-St-Vancouver-BC-V5N-3R9/314391242_zpid/,House,"C$1,688,000",1688000,"4769 Lanark St, Vancouver, BC V5N 3R9",4769 Lanark St,V5N3R9,5,3,2455,"{'latitude': 49.242107, 'longitude': -123.07531}",FALSE,RE/MAX City Realty,1688000
237,314361951,314361951,https://photos.zillowstatic.com/fp/1a771c74165121636573399452653584-p_e.jpg,https://www.zillow.com/homedetails/526-Cordova-St-E-Vancouver-BC-V6A-1L7/314361951_zpid/,House,"C$1,550,000",1550000,"526 Cordova St E, Vancouver, BC V6A 1L7",526 Cordova St E,V6A1L7,6,4,2461,"{'latitude': 49.28189, 'longitude': -123.0927}",FALSE,YVR International Realty,1550000
187,314395754,314395754,"https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=49.27476501464844,-123.03724670410156&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=7sItUZvmI1lW09-qcA_Yd3GsyM8=",https://www.zillow.com/homedetails/1086-Hazelton-St-Vancouver-BC-V5K-4H9/314395754_zpid/,House,"C$2,000,000",2000000,"1086 Hazelton St, Vancouver, BC V5K 4H9",1086 Hazelton St,V5K4H9,7,4,2464,"{'latitude': 49.274765, 'longitude': -123.03725}",FALSE,Nu Stream Realty Inc.,2000000
279,314381397,314381397,https://photos.zillowstatic.com/fp/3db0ac46d48c29c9d95f4811d08a3500-p_e.jpg,https://www.zillow.com/homedetails/373-E-47th-Ave-Vancouver-BC-V5W-2B1/314381397_zpid/,House,"C$2,099,999",2099999,"373 E 47th Ave, Vancouver, BC V5W 2B1",373 E 47th Ave,V5W2B1,5,3,2472,"{'latitude': 49.227753, 'longitude': -123.09802}",FALSE,RE/MAX City Realty,2099999
1162,314391395,314391395,https://photos.zillowstatic.com/fp/dde1f888b3a2a97770d4ef41fba1cffc-p_e.jpg,https://www.zillow.com/homedetails/5886-Lanark-St-Vancouver-BC-V5P-2Y5/314391395_zpid/,House,"C$1,668,000",1668000,"5886 Lanark St, Vancouver, BC V5P 2Y5",5886 Lanark St,V5P2Y5,7,4,2475,"{'latitude': 49.230827, 'longitude': -123.07535}",FALSE,Royal Pacific Realty Corp.,1668000
667,314383364,314383364,https://photos.zillowstatic.com/fp/194f9692db586c1d70b94abeaa4b2bb3-p_e.jpg,https://www.zillow.com/homedetails/6939-Dumfries-St-Vancouver-BC-V5P-3C1/314383364_zpid/,House,"C$1,939,000",1939000,"6939 Dumfries St, Vancouver, BC V5P 3C1",6939 Dumfries St,V5P3C1,5,3,2487,"{'latitude': 49.22117, 'longitude': -123.07509}",FALSE,Multiple Realty Ltd.,1939000
454,314331474,314331474,https://photos.zillowstatic.com/fp/7354e828d2b923368531281233f157a8-p_e.jpg,https://www.zillow.com/homedetails/4631-Blenheim-St-Vancouver-BC-V6L-3A3/314331474_zpid/,House,"C$2,980,000",2980000,"4631 Blenheim St, Vancouver, BC V6L 3A3",4631 Blenheim St,V6L3A3,4,3,2494,"{'latitude': 49.244827, 'longitude': -123.179016}",TRUE,RE/MAX Real Estate Services,2980000
262,314366101,314366101,https://photos.zillowstatic.com/fp/8645f28fd0d12596d138c5d0634c2998-p_e.jpg,https://www.zillow.com/homedetails/3595-Hull-St-Vancouver-BC-V5N-4R8/314366101_zpid/,House,"C$2,399,000",2399000,"3595 Hull St, Vancouver, BC V5N 4R8",3595 Hull St,V5N4R8,5,5,2500,"{'latitude': 49.25231, 'longitude': -123.06493}",FALSE,LeHomes Realty Premier,2399000
354,2071907030,2071907030,https://photos.zillowstatic.com/fp/865367b12cac81d8a459a9bb663fc65d-p_e.jpg,https://www.zillow.com/homedetails/2631-Prince-Albert-St-Vancouver-BC-V5T-3X2/2071907030_zpid/,House,"C$1,599,000",1599000,"2631 Prince Albert St, Vancouver, BC V5T 3X2",2631 Prince Albert St,V5T3X2,7,3,2504,{},FALSE,Royal Pacific Realty Corp.,1599000
357,314397830,314397830,https://photos.zillowstatic.com/fp/08fe8dac934c2203cc108a80763b45d6-p_e.jpg,https://www.zillow.com/homedetails/3435-Pandora-St-Vancouver-BC-V5K-1W7/314397830_zpid/,House,"C$1,849,000",1849000,"3435 Pandora St, Vancouver, BC V5K 1W7",3435 Pandora St,V5K1W7,6,2,2512,"{'latitude': 49.283207, 'longitude': -123.03005}",FALSE,Jovi Realty (Richmond) Inc.,1849000
581,2062267412,2062267412,https://photos.zillowstatic.com/fp/601524b8398b665aa7ce8cb1185c306b-p_e.jpg,https://www.zillow.com/homedetails/3496-W-8th-Ave-Vancouver-BC-V6R-1Y5/2062267412_zpid/,House,"C$2,200,000",2200000,"3496 W 8th Ave, Vancouver, BC V6R 1Y5",3496 W 8th Ave,V6R1Y5,4,2,2516,{},FALSE,Royal LePage Sterling Realty,2200000
159,314328027,314328027,https://photos.zillowstatic.com/fp/1caabe3899b09144b5bed79b72fdfec8-p_e.jpg,https://www.zillow.com/homedetails/3463-W-11th-Ave-Vancouver-BC-V6R-2K1/314328027_zpid/,House,"C$2,848,000",2848000,"3463 W 11th Ave, Vancouver, BC V6R 2K1",3463 W 11th Ave,V6R2K1,5,4,2517,"{'latitude': 49.262733, 'longitude': -123.181305}",TRUE,RE/MAX City Realty,2848000
1169,314332228,314332228,https://photos.zillowstatic.com/fp/b29c950a1e28604ef23a4c5761f17fc6-p_e.jpg,https://www.zillow.com/homedetails/3884-W-20th-Ave-Vancouver-BC-V6S-1G2/314332228_zpid/,House,"C$3,198,000",3198000,"3884 W 20th Ave, Vancouver, BC V6S 1G2",3884 W 20th Ave,V6S1G2,4,2,2519,"{'latitude': 49.25443, 'longitude': -123.19051}",FALSE,RE/MAX Crest Realty,3198000
445,314374955,314374955,https://photos.zillowstatic.com/fp/a4358dda007227b74892f0ff46630173-p_e.jpg,https://www.zillow.com/homedetails/170-E-22nd-Ave-Vancouver-BC-V5V-1T6/314374955_zpid/,House,"C$2,249,000",2249000,"170 E 22nd Ave, Vancouver, BC V5V 1T6",170 E 22nd Ave,V5V1T6,6,3,2520,"{'latitude': 49.250767, 'longitude': -123.10191}",FALSE,Macdonald Realty,2249000
447,314373483,314373483,https://photos.zillowstatic.com/fp/7335fbb8da3539139060cd74f7dea0bb-p_e.jpg,https://www.zillow.com/homedetails/824-E-18th-Ave-Vancouver-BC-V5V-1G8/314373483_zpid/,House,"C$2,099,000",2099000,"824 E 18th Ave, Vancouver, BC V5V 1G8",824 E 18th Ave,V5V1G8,6,3,2521,"{'latitude': 49.25431, 'longitude': -123.08688}",FALSE,Oakwyn Realty Ltd.,2099000
476,314400910,314400910,https://photos.zillowstatic.com/fp/e2f3747602bf7d0d26414f0022f62124-p_e.jpg,https://www.zillow.com/homedetails/1415-Rupert-St-Vancouver-BC-V5K-4L6/314400910_zpid/,House,"C$2,295,000",2295000,"1415 Rupert St, Vancouver, BC V5K 4L6",1415 Rupert St,V5K4L6,5,4,2522,"{'latitude': 49.27202, 'longitude': -123.03414}",FALSE,Royal Pacific Realty Corp.,2295000
271,314382629,314382629,https://photos.zillowstatic.com/fp/438eee5aab1c61382129806e0281c587-p_e.jpg,https://www.zillow.com/homedetails/6622-Sherbrooke-St-Vancouver-BC-V5X-4C7/314382629_zpid/,House,"C$2,075,000",2075000,"6622 Sherbrooke St, Vancouver, BC V5X 4C7",6622 Sherbrooke St,V5X4C7,5,5,2537,"{'latitude': 49.224285, 'longitude': -123.08109}",FALSE,RE/MAX Westcoast,2075000
776,314356724,314356724,https://photos.zillowstatic.com/fp/43ab8fd1249fce2bb70cea913e6514d2-p_e.jpg,https://www.zillow.com/homedetails/438-W-45th-Ave-Vancouver-BC-V5Y-2W6/314356724_zpid/,House,"C$5,498,000",5498000,"438 W 45th Ave, Vancouver, BC V5Y 2W6",438 W 45th Ave,V5Y2W6,3,2,2551,"{'latitude': 49.229443, 'longitude': -123.11503}",FALSE,Sutton Group-West Coast Realty,5498000
270,314341431,314341431,https://photos.zillowstatic.com/fp/c051205969fc2e9dfd6fa41b04ed2f1b-p_e.jpg,https://www.zillow.com/homedetails/2947-W-41st-Ave-Vancouver-BC-V6N-3C8/314341431_zpid/,House,"C$2,058,000",2058000,"2947 W 41st Ave, Vancouver, BC V6N 3C8",2947 W 41st Ave,V6N3C8,4,2,2563,"{'latitude': 49.23502, 'longitude': -123.17158}",FALSE,RE/MAX Crest Realty,2058000
424,2062917674,2062917674,https://photos.zillowstatic.com/fp/5ed7acac0a1023a7e6543814d3fe90d5-p_e.jpg,https://www.zillow.com/homedetails/2667-E-Pender-St-Vancouver-BC-V5K-2B6/2062917674_zpid/,House,"C$2,138,000",2138000,"2667 E Pender St, Vancouver, BC V5K 2B6",2667 E Pender St,V5K2B6,3,2,2566,{},FALSE,Sutton Group-West Coast Realty,2138000
640,314408831,314408831,https://photos.zillowstatic.com/fp/e99e6ec7b83143d0e6c10886185ae552-p_e.jpg,https://www.zillow.com/homedetails/3057-E-24th-Ave-Vancouver-BC-V5R-1E7/314408831_zpid/,House,"C$2,099,000",2099000,"3057 E 24th Ave, Vancouver, BC V5R 1E7",3057 E 24th Ave,V5R1E7,3,3,2593,"{'latitude': 49.249016, 'longitude': -123.04019}",FALSE,RE/MAX Westcoast,2099000
340,314320371,314320371,https://photos.zillowstatic.com/fp/1e5c28b5007396ff540fb3b32495c6dc-p_e.jpg,https://www.zillow.com/homedetails/4649-W-7th-Ave-Vancouver-BC-V6R-1X4/314320371_zpid/,House,"C$3,790,000",3790000,"4649 W 7th Ave, Vancouver, BC V6R 1X4",4649 W 7th Ave,V6R1X4,4,5,2600,"{'latitude': 49.266743, 'longitude': -123.21364}",FALSE,Amex Broadway West Realty,3790000
638,314396951,314396951,https://photos.zillowstatic.com/fp/791049d9b476c825d6b5664e4042609b-p_e.jpg,https://www.zillow.com/homedetails/2757-Cambridge-St-Vancouver-BC-V5K-1L8/314396951_zpid/,House,"C$2,090,000",2090000,"2757 Cambridge St, Vancouver, BC V5K 1L8",2757 Cambridge St,V5K1L8,4,2,2602,"{'latitude': 49.287018, 'longitude': -123.04818}",FALSE,TRG The Residential Group Downtown Realty,2090000
172,314349048,314349048,https://photos.zillowstatic.com/fp/96a4c978783c6d89f86bc89d8941eb5a-p_e.jpg,https://www.zillow.com/homedetails/3907-Tupper-St-Vancouver-BC-V5Z-3C1/314349048_zpid/,House,"C$2,549,000",2549000,"3907 Tupper St, Vancouver, BC V5Z 3C1",3907 Tupper St,V5Z3C1,3,3,2606,"{'latitude': 49.250366, 'longitude': -123.116585}",FALSE,"Angell, Hasman & Associates Realty Ltd.",2549000
473,314329436,314329436,https://photos.zillowstatic.com/fp/8c24cdbcff0f4d38bdec334d30302cd1-p_e.jpg,https://www.zillow.com/homedetails/3128-Collingwood-St-Vancouver-BC-V6R-4S4/314329436_zpid/,House,"C$3,799,000",3799000,"3128 Collingwood St, Vancouver, BC V6R 4S4",3128 Collingwood St,V6R4S4,3,3,2607,"{'latitude': 49.258614, 'longitude': -123.181854}",FALSE,Dracco Pacific Realty,3799000
256,314405765,314405765,https://photos.zillowstatic.com/fp/e1de6421a35ee32c72c595c0bb470a64-p_e.jpg,https://www.zillow.com/homedetails/4465-Skeena-St-Vancouver-BC-V5R-2L8/314405765_zpid/,House,"C$1,968,000",1968000,"4465 Skeena St, Vancouver, BC V5R 2L8",4465 Skeena St,V5R2L8,4,4,2613,"{'latitude': 49.244846, 'longitude': -123.02894}",FALSE,Sutton Group-West Coast Realty (Surrey/24),1968000
543,314333198,314333198,https://photos.zillowstatic.com/fp/24cc5786b13c41394a3f162b25a4bd34-p_e.jpg,https://www.zillow.com/homedetails/3036-W-24th-Ave-Vancouver-BC-V6L-1R6/314333198_zpid/,House,"C$2,998,000",2998000,"3036 W 24th Ave, Vancouver, BC V6L 1R6",3036 W 24th Ave,V6L1R6,4,4,2618,"{'latitude': 49.250736, 'longitude': -123.173416}",FALSE,Luxmore Realty,2998000
706,2063355714,2063355714,https://photos.zillowstatic.com/fp/f76c7ccf88a97617f4980940c9f0f675-p_e.jpg,https://www.zillow.com/homedetails/258-E-19th-Ave-Vancouver-BC-V5V-1J2/2063355714_zpid/,House,"C$2,300,000",2300000,"258 E 19th Ave, Vancouver, BC V5V 1J2",258 E 19th Ave,V5V1J2,4,3,2630,{},FALSE,Homeland Realty,2300000
771,314412578,314412578,https://photos.zillowstatic.com/fp/720eb6d25fc1afe3651d67e7f60f2c1c-p_e.jpg,https://www.zillow.com/homedetails/5318-Taunton-St-Vancouver-BC-V5R-4B3/314412578_zpid/,House,"C$2,090,000",2090000,"5318 Taunton St, Vancouver, BC V5R 4B3",5318 Taunton St,V5R4B3,7,4,2630,"{'latitude': 49.236263, 'longitude': -123.03834}",TRUE,RE/MAX Westcoast,2090000
275,314359386,314359386,https://photos.zillowstatic.com/fp/0303d060970a56769f288c489eed6524-p_e.jpg,https://www.zillow.com/homedetails/7657-Ontario-St-Vancouver-BC-V5X-3C4/314359386_zpid/,House,"C$1,999,800",1999800,"7657 Ontario St, Vancouver, BC V5X 3C4",7657 Ontario St,V5X3C4,5,3,2645,"{'latitude': 49.215496, 'longitude': -123.10671}",FALSE,RE/MAX Select Realty,1999800
419,314392052,314392052,https://photos.zillowstatic.com/fp/f2e390a5ff316700ad2b17be77781bef-p_e.jpg,https://www.zillow.com/homedetails/6056-Fleming-St-Vancouver-BC-V5P-3G6/314392052_zpid/,House,"C$1,848,000",1848000,"6056 Fleming St, Vancouver, BC V5P 3G6",6056 Fleming St,V5P3G6,6,3,2652,"{'latitude': 49.22935, 'longitude': -123.07262}",FALSE,Engel & Volkers Vancouver,1848000
